"Internal_reference","Survey","Polygon","Commonname","Validname","Family","Class","Order","RES","Type","Partial_cell_area","Density","Uncertainty","Uncertainty_measure","CI_95_low","CI_95_high","Location","Study_area"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",533.27364478418,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",298.400510256144,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",536.509744424803,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.9,"Native Range",412.302827959353,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",610.066739096588,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",348.636461795364,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",894.013650457344,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",217.488291332836,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",720.42343246339,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","October 2008 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",214.885117909219,0.0061,0.87,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",179.83501744577,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",860.889049347778,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",409.054901057678,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",415.925220631622,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",1128.38884506854,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",332.617888984637,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",528.623618712776,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",751.973663564322,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",529.649826274597,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",306.14221161779,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",552.582946482979,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",288.813147814034,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",621.178918284454,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",212.526450050392,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",398.740139602129,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",1018.88696800896,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",121.454131215618,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",252.880555915932,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",1077.47352632258,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",939.180031180645,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",836.358761983467,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",934.254789733734,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",226.416296461302,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",285.162885296448,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",998.904151405441,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.6,"Native Range",149.945495023964,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",523.432791908539,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",546.554261814087,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",586.947234291458,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",321.623541772682,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",893.451703025513,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",288.635181843674,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",184.848521340675,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",1026.74836377856,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",220.272784871595,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",372.072793885986,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",886.938049284889,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",465.009827899628,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",499.885436630148,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",533.27364478418,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",298.400510256144,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",536.509744424803,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.9,"Native Range",412.302827959353,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",610.066739096588,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",348.636461795364,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",894.013650457344,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",217.488291332836,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",720.42343246339,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2006 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",214.885117909219,0.0028,0.91,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",179.83501744577,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",860.889049347778,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",409.054901057678,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",415.925220631622,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",1128.38884506854,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",332.617888984637,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",528.623618712776,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",751.973663564322,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",529.649826274597,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",306.14221161779,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",552.582946482979,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",288.813147814034,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",621.178918284454,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",212.526450050392,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",398.740139602129,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",1018.88696800896,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.8,"Native Range",121.454131215618,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",252.880555915932,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",1077.47352632258,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",939.180031180645,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",836.358761983467,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",934.254789733734,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",226.416296461302,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",285.162885296448,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",998.904151405441,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",0.6,"Native Range",149.945495023964,0,NA,"CV abundance",NA,NA,"North Pacific","N"
"013_Ireland et al (2013)_MMO","September 2007 sawtooth","Sawtooth","Bowhead whale","Balaena mysticetus","Balaenidae","Mammalia","Cetartiodactyla",1,"Native Range",523.432791908539,0,NA,"CV abundance",NA,NA,"North Pacific","N"
